,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
848,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,3
849,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,1
850,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,3
851,0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,3
852,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,3
853,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,3
854,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,3
855,0.223,0.227,0,-17.695,1,0.0343,0.871,0.891,0.063,0.127,103.618,3
856,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,3
857,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,3
858,0.142,0.113,2,-25.362,0,0.0415,0.859,0.838,0.107,0.0697,98.575,3
859,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,3
860,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,3
861,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,3
862,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,3
863,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,3
864,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,3
865,0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,3
866,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,3
867,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,3
868,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,3
869,0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,3
870,0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,3
871,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,3
872,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,3
873,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,3
874,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,1
875,0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,3
876,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,3
877,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,3
878,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,3
879,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,3
880,0.253,0.177,7,-19.525,1,0.0346,0.894,0.573,0.668,0.242,89.052,3
881,0.413,0.135,2,-23.277,1,0.0436,0.994,0.902,0.0823,0.0715,145.802,3
882,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,3
883,0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,3
884,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,3
885,0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,3
886,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,3
887,0.161,0.0144,6,-30.883,1,0.0365,0.986,0.117,0.0836,0.0336,82.646,3
888,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,3
889,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,3
890,0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,1
891,0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,3
892,0.379,0.251,0,-15.488,1,0.0991,0.986,0.0122,0.094,0.335,73.316,1
893,0.231,0.133,2,-20.274,1,0.0437,0.963,0.659,0.135,0.0564,122.239,3
894,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.859,3
895,0.206,0.284,5,-16.033,1,0.0393,0.856,0.782,0.57,0.0872,133.603,3
896,0.093,0.0249,4,-20.74,0,0.0463,0.513,0.805,0.0831,0.0365,79.369,3
897,0.176,0.132,1,-16.932,1,0.0408,0.953,0.586,0.0886,0.0835,74.287,3
898,0.366,0.0433,4,-30.56,1,0.0416,0.99,0.903,0.085,0.356,88.452,3
899,0.0989,0.0176,1,-30.951,1,0.042,0.978,0.651,0.0763,0.0351,89.327,3
900,0.204,0.0305,2,-31.159,1,0.0462,0.965,0.268,0.111,0.0394,114.214,3
901,0.132,0.195,5,-16.485,1,0.0451,0.558,0.406,0.108,0.0492,163.425,3
902,0.251,0.0657,4,-20.757,0,0.0449,0.66,0.845,0.114,0.15,133.095,3
903,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,1
904,0.099,0.0567,1,-20.712,1,0.0398,0.96,0.81,0.104,0.0456,82.744,3
905,0.156,0.00709,7,-34.153,0,0.0382,0.941,0.799,0.0986,0.041,97.925,3
906,0.0987,0.0949,1,-21.002,1,0.0441,0.993,0.353,0.0847,0.0363,174.606,3
907,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,3
908,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,3
909,0.381,0.263,10,-13.643,1,0.0345,0.972,0.752,0.275,0.381,139.469,3
910,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,3
911,0.11,0.0291,0,-20.525,1,0.0411,0.97,0.746,0.134,0.0297,75.137,3
912,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,3
913,0.201,0.0113,8,-37.468,1,0.0447,0.971,0.000853,0.0678,0.0387,128.673,3
914,0.384,0.0414,11,-23.019,0,0.0378,0.992,0.897,0.0684,0.0618,71.224,3
915,0.23,0.2,10,-18.457,1,0.0404,0.931,0.934,0.0855,0.185,103.923,3
916,0.625,0.351,10,-15.884,1,0.0423,0.878,0.938,0.0569,0.794,116.961,0
917,0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,3
918,0.262,0.107,4,-17.973,1,0.0448,0.959,0.463,0.195,0.136,76.65,3
919,0.356,0.207,10,-17.76,1,0.0388,0.95,0.914,0.0802,0.328,146.755,3
920,0.219,0.154,11,-18.17,0,0.0389,0.841,0.855,0.164,0.108,123.625,3
921,0.235,0.166,5,-19.632,1,0.0347,0.992,0.87,0.101,0.0356,101.182,3
922,0.37,0.286,5,-16.0,1,0.229,0.868,5.68e-05,0.32,0.187,70.985,1
923,0.0854,0.0411,11,-27.974,0,0.0427,0.948,0.768,0.0802,0.0526,74.814,3
924,0.461,0.175,2,-17.217,1,0.037,0.848,0.762,0.0985,0.358,73.559,3
925,0.38,0.254,2,-24.967,1,0.0365,0.992,0.926,0.117,0.805,101.1,3
926,0.164,0.0185,3,-30.778,0,0.0412,0.988,0.888,0.0801,0.078,86.65,3
927,0.441,0.176,7,-15.719,0,0.0376,0.989,0.888,0.108,0.325,79.599,3
928,0.477,0.405,2,-11.441,1,0.0294,0.958,0.226,0.269,0.492,112.235,1
929,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,3
930,0.453,0.00715,5,-33.859,1,0.0709,0.995,0.931,0.0647,0.257,135.407,3
931,0.405,0.318,9,-17.14,1,0.0565,0.938,0.723,0.284,0.342,151.434,3
932,0.29,0.0662,7,-22.708,1,0.0434,0.847,3.89e-06,0.159,0.0726,143.825,1
933,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,1
934,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,3
935,0.59,0.00399,7,-36.497,1,0.242,0.996,0.946,0.0683,0.182,74.381,3
936,0.102,0.0259,8,-30.196,0,0.0444,0.964,0.864,0.0972,0.0319,90.128,3
937,0.146,0.154,5,-16.92,1,0.0449,0.808,0.648,0.124,0.0383,143.625,3
938,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,3
939,0.191,0.0946,10,-25.59,1,0.0365,0.99,0.933,0.101,0.348,110.502,3
940,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,3
941,0.0781,0.0462,0,-23.246,0,0.0365,0.559,0.863,0.188,0.0343,81.291,3
942,0.0704,0.0657,8,-19.466,1,0.0387,0.948,0.874,0.108,0.0361,61.017,3
943,0.36,0.196,6,-13.706,1,0.037,0.961,6.05e-06,0.0911,0.401,118.233,1
944,0.173,0.182,3,-18.848,1,0.0437,0.886,0.894,0.224,0.0781,70.831,3
945,0.202,0.194,5,-21.568,1,0.0578,0.953,0.647,0.0704,0.115,85.882,3
946,0.354,0.0179,1,-24.846,1,0.0385,0.982,0.906,0.0831,0.0381,61.202,3
947,0.11,0.128,2,-21.281,1,0.0458,0.979,0.871,0.368,0.0398,81.059,3
948,0.221,0.0879,7,-16.996,1,0.0381,0.155,0.698,0.0869,0.0401,126.622,3
949,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,3
950,0.513,0.273,9,-9.454,1,0.0368,0.966,2.79e-06,0.12,0.263,106.304,1
951,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,3
952,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,3
953,0.442,0.116,4,-23.172,0,0.0412,0.977,0.868,0.0862,0.511,151.064,3
954,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,3
955,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,3
956,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,1
957,0.619,0.342,2,-11.429,1,0.0349,0.466,0.0902,0.152,0.373,67.006,1
958,0.242,0.0221,1,-25.909,1,0.0421,0.992,5.17e-05,0.0816,0.0776,80.39,3
959,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,3
960,0.237,0.0606,7,-22.569,1,0.0374,0.91,0.939,0.131,0.256,136.284,3
961,0.514,0.0772,11,-21.076,1,0.0352,0.981,0.00306,0.0859,0.511,87.514,1
962,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,3
963,0.0667,0.047,9,-25.426,1,0.0425,0.928,0.9,0.0652,0.0281,75.446,3
964,0.615,0.294,6,-9.356,0,0.0258,0.578,0.000127,0.0991,0.518,89.965,1
965,0.253,0.694,7,-7.235,1,0.0545,0.0723,0.952,0.211,0.33,74.314,0
966,0.652,0.671,0,-8.466,1,0.025,0.357,0.00616,0.0487,0.474,108.021,2
967,0.58,0.419,0,-9.732,1,0.0335,0.816,0.886,0.222,0.0623,113.965,3
968,0.315,0.181,0,-10.321,1,0.0317,0.944,8.22e-05,0.0821,0.152,100.737,1
969,0.687,0.663,2,-7.236,1,0.0603,0.579,0.136,0.0287,0.925,90.008,2
970,0.452,0.136,4,-25.597,1,0.371,0.446,0.112,0.448,0.45,118.295,6
971,0.515,0.355,4,-9.301,1,0.0302,0.553,8.61e-05,0.25,0.299,112.716,1
972,0.649,0.622,9,-6.781,0,0.0373,0.156,4.29e-06,0.11,0.62,76.478,7
973,0.729,0.491,6,-8.314,0,0.139,0.481,0.000237,0.1,0.491,104.007,7
974,0.631,0.475,7,-12.11,1,0.0362,0.875,0.447,0.0881,0.835,101.559,1
975,0.756,0.639,11,-9.054,1,0.159,0.587,0.0644,0.229,0.956,100.954,8
976,0.562,0.563,9,-5.905,0,0.0279,0.445,0.0,0.154,0.714,75.054,7
977,0.492,0.626,4,-8.26,1,0.0349,0.729,0.533,0.0509,0.524,86.016,1
978,0.524,0.446,8,-7.823,0,0.0275,0.688,0.000745,0.101,0.272,97.856,1
979,0.668,0.81,9,-7.103,1,0.0349,0.13,0.01,0.151,0.552,100.003,8
980,0.844,0.572,9,-6.813,0,0.0555,0.624,0.0,0.102,0.941,119.971,7
981,0.701,0.6,2,-7.95,1,0.173,0.48,0.0,0.667,0.72,139.775,5
982,0.911,0.392,0,-8.474,1,0.0499,0.797,0.00314,0.107,0.934,93.974,2
983,0.419,0.576,7,-5.936,1,0.0533,0.748,0.000626,0.235,0.513,199.639,4
984,0.477,0.744,3,-4.704,1,0.0295,0.0393,0.000208,0.271,0.495,109.833,2
985,0.463,0.926,7,-3.204,1,0.122,0.0555,0.0,0.478,0.437,91.197,5
986,0.503,0.565,7,-11.399,0,0.0291,0.535,0.0371,0.106,0.444,132.037,7
987,0.49,0.964,2,-4.613,1,0.0764,0.00144,0.214,0.34,0.474,99.967,2
988,0.827,0.644,4,-9.307,1,0.0931,0.262,0.238,0.0883,0.515,110.048,2
989,0.749,0.644,4,-9.013,1,0.0275,0.333,0.00165,0.0874,0.658,109.978,2
990,0.444,0.258,10,-9.505,0,0.0314,0.896,0.000175,0.291,0.463,94.722,1
991,0.437,0.532,4,-11.022,1,0.0329,0.676,0.000646,0.101,0.543,87.02,1
992,0.71,0.658,1,-8.31,1,0.0285,0.0358,0.00913,0.147,0.929,100.017,2
993,0.794,0.496,0,-11.891,1,0.0613,0.723,0.000597,0.0941,0.836,102.076,2
994,0.628,0.295,8,-14.28,1,0.0385,0.787,4e-06,0.116,0.715,120.046,1
995,0.752,0.627,1,-4.997,0,0.042,0.39,0.00334,0.127,0.938,129.848,7
996,0.617,0.635,11,-7.161,0,0.0286,0.00943,0.0,0.0829,0.542,117.97,7
997,0.641,0.808,5,-7.268,1,0.0512,0.0487,0.191,0.065,0.172,174.981,4
998,0.651,0.863,7,-7.841,1,0.0525,0.0375,0.86,0.0323,0.744,113.013,0
999,0.767,0.758,0,-7.407,1,0.0961,0.0359,2.94e-06,0.0999,0.78,93.025,2
1000,0.596,0.542,4,-8.478,0,0.226,0.431,0.0,0.107,0.313,144.433,6
1001,0.823,0.648,1,-10.107,0,0.045,0.0403,0.767,0.174,0.962,124.015,0
1002,0.781,0.619,5,-7.742,0,0.246,0.427,0.0,0.0874,0.883,115.021,6
1003,0.908,0.604,1,-9.151,1,0.0457,0.378,0.0343,0.0724,0.961,120.01,2
1004,0.72,0.871,1,-2.966,0,0.156,0.347,1.27e-06,0.578,0.961,104.964,5
1005,0.73,0.55,1,-11.858,0,0.0859,0.592,0.00199,0.141,0.794,90.081,7
1006,0.667,0.365,0,-11.311,0,0.0514,0.905,0.0178,0.717,0.461,151.476,5
1007,0.78,0.576,9,-9.114,0,0.0335,0.861,7.47e-05,0.076,0.928,103.916,7
1008,0.85,0.384,6,-8.934,1,0.177,0.674,0.0,0.0651,0.667,104.982,8
1009,0.522,0.325,9,-9.659,0,0.033,0.77,1.26e-06,0.254,0.531,173.045,4
1010,0.675,0.588,3,-7.168,1,0.177,0.789,0.0,0.95,0.879,79.989,5
1011,0.715,0.449,2,-8.819,0,0.237,0.833,0.0,0.662,0.582,104.056,5
1012,0.54,0.907,1,-1.882,1,0.0325,0.331,0.000362,0.0681,0.782,174.029,4
1013,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,7
1014,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,7
1015,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,8
1016,0.836,0.961,7,-2.679,0,0.0635,0.194,0.0,0.074,0.76,109.957,7
1017,0.617,0.989,9,-1.727,0,0.0494,0.178,0.0,0.238,0.893,95.028,7
1018,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,7
1019,0.759,0.882,2,-5.811,0,0.062,0.0719,0.0,0.182,0.769,100.034,7
1020,0.803,0.832,4,-4.344,0,0.274,0.0769,0.0,0.067,0.924,110.015,6
1021,0.515,0.878,9,-8.846,0,0.149,0.226,0.0,0.316,0.732,119.974,7
1022,0.695,0.954,0,-3.501,1,0.0607,0.0183,0.0,0.249,0.796,124.961,2
1023,0.73,0.732,4,-5.167,0,0.051,0.0427,2.22e-06,0.262,0.974,129.974,7
1024,0.793,0.674,1,-12.821,1,0.0524,0.123,0.0,0.0949,0.726,117.05,2
1025,0.739,0.911,1,-5.534,1,0.0739,0.844,0.0,0.311,0.938,129.931,2
1026,0.87,0.968,8,-3.429,0,0.185,0.0486,0.00822,0.0699,0.749,109.947,7
1027,0.719,0.809,1,-10.201,1,0.0511,0.0893,0.0,0.183,0.964,100.839,2
1028,0.73,0.55,1,-11.858,0,0.0859,0.592,0.00199,0.141,0.794,90.081,7
1029,0.764,0.895,4,-4.22,0,0.107,0.0833,4.71e-06,0.0531,0.847,91.009,7
1030,0.869,0.691,7,-6.872,1,0.192,0.12,0.0,0.102,0.875,95.019,6
1031,0.67,0.9,11,-2.596,0,0.0725,0.00855,0.0653,0.392,0.392,124.968,7
1032,0.73,0.732,4,-5.167,0,0.051,0.0427,2.22e-06,0.262,0.974,129.974,7
1033,0.733,0.892,0,-3.641,1,0.0417,0.0376,0.0,0.137,0.675,95.989,2
1034,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,8
1035,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,7
1036,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,7
1037,0.676,0.91,9,-5.096,1,0.132,0.257,0.0,0.153,0.716,120.022,8
1038,0.81,0.789,1,-5.048,1,0.04,0.069,0.00103,0.0638,0.856,94.025,2
1039,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,2
1040,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,7
1041,0.745,0.944,0,-3.959,1,0.134,0.21,1.45e-06,0.333,0.951,179.991,2
1042,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,7
1043,0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,7
1044,0.724,0.904,8,-3.354,0,0.0966,0.0786,0.0,0.226,0.846,90.999,7
1045,0.791,0.86,2,-8.282,1,0.0451,0.118,0.105,0.0614,0.906,122.3,2
1046,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,8
1047,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,8
1048,0.858,0.656,6,-4.96,0,0.358,0.114,0.0,0.141,0.969,59.972,6
1049,0.853,0.789,0,-6.504,1,0.0554,0.345,3.24e-06,0.071,0.768,96.021,2
1050,0.848,0.343,0,-12.11,0,0.0592,0.299,7.04e-06,0.278,0.528,130.023,7
1051,0.614,0.73,10,-6.089,0,0.199,0.551,0.852,0.108,0.628,96.737,0
1052,0.469,0.249,9,-11.692,1,0.0302,0.852,0.0,0.102,0.306,80.33,1
1053,0.511,0.596,11,-5.05,0,0.053,0.0193,0.000704,0.0834,0.0814,124.964,7
1054,0.842,0.484,1,-7.111,0,0.0341,0.181,0.0,0.0868,0.951,95.51,7
1055,0.596,0.894,6,-5.233,1,0.0516,0.000558,0.865,0.11,0.0816,140.053,0
1056,0.418,0.769,9,-6.182,1,0.0575,0.0667,0.0,0.138,0.494,130.112,8
1057,0.69,0.748,0,-7.029,0,0.0411,0.000489,0.486,0.112,0.308,122.006,0
1058,0.701,0.844,0,-4.485,1,0.0766,0.0312,5.37e-05,0.296,0.24,120.004,2
1059,0.756,0.591,2,-8.749,0,0.03,0.0276,0.391,0.0947,0.481,125.003,7
1060,0.797,0.599,7,-7.443,1,0.0512,0.0293,0.927,0.0899,0.513,119.99,0
1061,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,5
1062,0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,7
1063,0.574,0.696,0,-6.64,0,0.0547,0.0187,0.0021,0.121,0.608,167.987,7
1064,0.304,0.956,7,-2.456,1,0.104,0.00596,0.00297,0.583,0.585,176.718,5
1065,0.393,0.828,11,-4.147,0,0.0332,0.0746,0.00192,0.148,0.473,129.743,7
1066,0.741,0.816,4,-5.597,1,0.0797,0.0211,0.0,0.0981,0.574,146.075,2
1067,0.626,0.875,4,-6.24,1,0.0304,0.00142,6.39e-05,0.115,0.515,108.924,2
1068,0.317,0.782,9,-7.656,0,0.122,0.363,0.0,0.926,0.617,164.1,5
1069,0.723,0.714,6,-6.387,1,0.0279,0.288,1.13e-05,0.159,0.928,109.002,8
1070,0.545,0.623,11,-5.955,0,0.0252,0.13,0.601,0.0315,0.608,98.944,0
1071,0.478,0.11,4,-12.978,1,0.0478,0.892,3.25e-05,0.102,0.284,114.39,1
1072,0.615,0.877,0,-5.165,1,0.116,0.0218,0.00506,0.0702,0.814,110.045,2
1073,0.656,0.823,9,-3.756,1,0.16,0.28,0.0,0.146,0.65,119.989,8
1074,0.748,0.738,0,-5.721,1,0.0534,0.0599,0.000265,0.236,0.769,144.481,2
1075,0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,7
1076,0.732,0.871,1,-3.626,1,0.172,0.145,0.0,0.0567,0.931,158.052,2
1077,0.717,0.621,11,-7.588,0,0.0605,0.00403,0.0,0.144,0.72,133.014,7
1078,0.763,0.788,4,-9.504,1,0.0966,0.756,0.633,0.349,0.585,128.015,0
1079,0.524,0.66,7,-10.109,1,0.144,0.327,0.0,0.175,0.913,173.221,4
1080,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,8
1081,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0,7
1082,0.838,0.867,5,-4.219,0,0.166,0.16,0.841,0.0741,0.804,104.009,0
1083,0.653,0.703,10,-7.7,0,0.0459,0.00639,0.0119,0.137,0.778,114.701,7
1084,0.557,0.664,11,-6.956,0,0.121,0.472,0.0,0.0915,0.863,155.858,7
1085,0.807,0.504,4,-7.233,1,0.0416,0.17,0.0,0.0891,0.869,131.907,2
1086,0.833,0.869,5,-9.084,1,0.068,0.389,0.00348,0.0684,0.762,96.019,8
1087,0.556,0.881,7,-2.224,1,0.082,0.00119,0.0,0.0709,0.337,104.973,8
1088,0.293,0.951,4,-5.846,1,0.0652,0.00345,0.916,0.572,0.561,173.439,0
1089,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,8
1090,0.814,0.73,6,-8.876,0,0.149,0.0392,0.00333,0.343,0.646,123.494,7
1091,0.611,0.72,4,-8.359,1,0.0259,0.291,0.0,0.356,0.8,128.594,2
1092,0.57,0.622,4,-10.659,0,0.0333,0.0648,0.803,0.241,0.159,125.989,0
1093,0.652,0.486,0,-10.43,1,0.0427,0.596,0.139,0.105,0.627,149.992,2
1094,0.5,0.769,5,-7.013,1,0.0347,0.0139,0.0,0.179,0.521,130.037,8
1095,0.605,0.199,6,-10.976,1,0.031,0.915,3.06e-06,0.115,0.556,108.452,1
1096,0.804,0.54,1,-7.788,1,0.0558,0.466,0.000549,0.348,0.902,164.963,2
1097,0.59,0.728,7,-3.249,1,0.0369,0.0913,0.0,0.137,0.38,130.039,8
1098,0.651,0.787,10,-6.501,1,0.0309,0.0564,2.69e-06,0.233,0.821,112.977,8
1099,0.662,0.894,7,-4.171,1,0.048,0.244,0.0,0.888,0.687,127.634,5
1100,0.677,0.698,4,-10.617,0,0.0584,0.722,0.0622,0.118,0.814,105.22,7
1101,0.7,0.84,1,-4.805,1,0.0642,0.00248,0.000427,0.116,0.899,105.841,2
1102,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,4
1103,0.669,0.712,9,-6.093,0,0.0368,0.0111,0.000171,0.169,0.608,99.01,7
1104,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,1
1105,0.619,0.912,11,-4.381,0,0.144,0.00399,0.0,0.202,0.694,120.0,7
1106,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,4
1107,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
1108,0.258,0.94,7,-3.163,1,0.0984,0.366,0.0013,0.961,0.285,147.346,5
1109,0.58,0.814,0,-6.582,1,0.0363,0.173,1.8e-06,0.246,0.722,141.606,2
1110,0.468,0.773,1,-8.93,0,0.0942,0.432,0.000132,0.275,0.4,114.773,7
1111,0.367,0.443,7,-10.11,1,0.0235,0.0472,1.46e-06,0.344,0.149,93.93,1
1112,0.591,0.736,1,-7.722,1,0.0336,0.511,0.00304,0.179,0.29,108.011,2
1113,0.651,0.87,0,-5.149,1,0.0318,0.103,0.00815,0.0979,0.729,103.857,2
1114,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,8
1115,0.617,0.962,0,-5.314,1,0.0449,0.129,0.00171,0.511,0.968,131.434,5
1116,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,1
1117,0.737,0.647,11,-7.076,0,0.0368,0.389,0.0,0.201,0.71,101.098,7
1118,0.392,0.315,0,-10.371,1,0.0383,0.488,0.0,0.127,0.253,126.243,1
1119,0.713,0.931,6,-2.965,1,0.0394,0.219,0.0,0.0694,0.963,124.127,8
1120,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,2
1121,0.564,0.535,0,-7.13,1,0.0267,0.19,0.0,0.0674,0.463,124.224,2
1122,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,8
1123,0.661,0.589,5,-11.217,1,0.0368,0.637,0.863,0.111,0.603,129.987,0
1124,0.893,0.526,7,-9.26,1,0.0578,0.015,0.858,0.157,0.776,124.992,0
1125,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,4
1126,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,2
1127,0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,7
1128,0.425,0.00472,7,-37.89,1,0.0479,0.996,0.953,0.0985,0.484,81.93,3
1129,0.507,0.423,2,-14.187,0,0.0332,0.83,0.00916,0.0973,0.701,82.809,1
1130,0.526,0.235,7,-14.074,0,0.0991,0.907,4.44e-06,0.111,0.377,91.24,1
1131,0.583,0.656,5,-8.809,1,0.0709,0.56,0.00032,0.114,0.612,170.113,4
1132,0.812,0.761,11,-7.924,0,0.112,0.0222,0.000286,0.0911,0.692,104.037,7
1133,0.6,0.713,4,-5.592,0,0.0737,0.674,0.000248,0.0628,0.964,119.674,7
1134,0.565,0.623,6,-6.297,0,0.134,0.549,0.0,0.099,0.79,94.641,7
1135,0.872,0.679,11,-10.026,0,0.156,0.13,0.00746,0.323,0.948,95.096,7
1136,0.622,0.719,9,-7.753,0,0.0487,0.0299,0.00457,0.0852,0.566,160.153,7
1137,0.835,0.547,6,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.55,7
1138,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,5
